term	hits	files	proposing_entries	inherited_lead	disposition
驗人關	11	7	驗人	"181 occurrences in 103 allowlisted texts. Nominal compounds such as ""an eye for testing people"" (驗人眼) and ""a barrier for testing people"" (驗人關) retain the same testing act and do not require a separate sense."	UNREVIEWED_INVESTIGATION
無相為體	11	5	無相	"Literally ""without"" (無) ""marks, appearance, or form"" (相): ""without marks"" or ""markless,"" attested within 2,588 total occurrences across 324 allowlisted texts. Huineng's Platform Record gives a direct definition: ""markless means being among marks while apart from marks"" (無相者，於相而離相). It also says the teaching establishes ""marklessness as its body"" (無相為體, 11 occurrences). A later small assembly quotes that three-part formula and asks why marklessness is not also made the source. In a Compendium encounter, a monk asks, ""what is without marks?"	UNREVIEWED_INVESTIGATION
因位	11	3	五位		UNREVIEWED_INVESTIGATION
飢則喫飯	10	10	飢來喫飯		UNREVIEWED_INVESTIGATION
活語	10	9	死語	Allowlist count: 99 hits in 42 texts. One speech-category sense. The texts' contrary appraisals do not create separate referents. Family checked against dead phrase (死句), live phrase (活句), live saying (活語), dead teaching (死法), and dead words and dead sayings (死言死語).	UNREVIEWED_INVESTIGATION
付衣鉢	10	8	衣鉢	The pair also names the objects as passed evidence of succession. The corpus records ‘transmit the robe and bowl’ (傳衣鉢, 31 hits in 26 texts), ‘entrust the robe and bowl’ (付衣鉢, 10 hits in 8 texts), and one exact occurrence of ‘robe and bowl transmitted in succession’ (衣鉢相傳). The Dayu Ridge account explicitly calls the robe ‘a token of trust.’ Later addresses say that Huangmei’s robe and bowl were entrusted to Lu, while another asks which robe and bowl Lu actually transmitted. The question is recorded as a question rather than resolved here into an object different from the material robe and bowl.	UNREVIEWED_INVESTIGATION
前輩尊宿	10	8	尊宿		UNREVIEWED_INVESTIGATION
尋香逐氣	10	8	逐塊		UNREVIEWED_INVESTIGATION
驗人眼	10	7	驗人	"181 occurrences in 103 allowlisted texts. Nominal compounds such as ""an eye for testing people"" (驗人眼) and ""a barrier for testing people"" (驗人關) retain the same testing act and do not require a separate sense."	UNREVIEWED_INVESTIGATION
乾坤未剖	10	6	空劫		UNREVIEWED_INVESTIGATION
古則	10	6	頌古	The headword has 1,075 hits in 264 allowlisted texts. Headings, numbered sets, anthologies, prefaces, and composition predicates establish one concrete Chan literary genre. The former result/act targets were grammatical views of the same verse and could not be distinguished as different referents from the targets alone. Compare picking up old cases (拈古), old cases (古則), public cases (公案), and appraisal-commentary (評唱).	UNREVIEWED_INVESTIGATION
得戒和尚	10	5	和尚	"In ordination accounts the same title names the person from whom someone receives the precepts, a different office from the teaching master. Biographical sequences distinguish the roles explicitly: one nun ""first shaved her head at Wanyuan Cloister, investigated under Guixi Zhuang, then received the precepts from Preceptor Baochi, and finally heard the teaching from Old Man Yi'an"" (初披剃於萬緣寺，參學於桂谿莊，繼受戒於寶池和尚，終聞法於易菴老人). Another record separates ""listening to the teaching under Teacher Buye"" from ""receiving the precepts from Preceptor Yulin"" (聽教於不夜天師、受戒於玉林和尚). The office is also named directly: a woman asks ""Preceptor Ruo'an of Louze to serve as the preceptor from whom she received the precepts"" (乞漏澤箬菴和尚為得戒師), while incense verses honor a ""preceptor from whom the precepts were received"" (得戒和尚) alongside the distinct tonsure teachers. This is a precept-family deployment of the title: it identifies the human conferrer in an ordination relation, not merely a respectful reading of the teaching-master sense. | Do not infer this sense from every occurrence of “precept/Master Jie” (戒和尚). In early lamp records that sequence often means “Master Jie,” where Jie is a personal name, especially Wuzu Jie. The verified line “arrived at Master Wuzu Jie” (到五祖戒和尚處) is a teacher-name use, not ordination. Assign the preceptor sense only when receiving or conferring precepts, the explicit title “preceptor from whom the precepts were received” (得戒和尚), or an equivalent role statement supplies the relation."	UNREVIEWED_INVESTIGATION
謝掛搭	10	1	掛搭		UNREVIEWED_INVESTIGATION
商山四皓	9	8	紫芝	Unsplit string: 136 hits in 72 allowlisted texts, substantially including proper names and places. Purple Fungus Song (紫芝歌) has 20 hits in 18 texts; Four Hoaryheads of Mount Shang (商山四皓) 9 in 8; gather purple fungus (採紫芝) 1 in 1. Zizhi-named lineage figures belong on the roster, while Purple-Fungus Hermitage (紫芝菴) and Purple-Fungus Crag (紫芝巖) are place compounds; they are excluded from the lexical sense rather than blurred into it.	UNREVIEWED_INVESTIGATION
放曠逍遙	9	8	逍遙	The paired graphs mean to wander or roam at ease. In a lamp narrative, Tianhuang tells Longtan, “roam at ease according to your nature and range freely following conditions; exhaust the ordinary mind, with no other superior understanding” (任性逍遙，隨緣放曠，但盡凡心，無別勝解). An Ancestral Hall narrative describes someone “delighting in clouds and waters, roaming at ease whether going or staying” (樂乎雲水，去住逍遙). Productive forms include “roam at ease and be unbound” (逍遙自在), “range freely and roam at ease” (放曠逍遙), and “roam at ease according to one's nature” (任性逍遙).	UNREVIEWED_INVESTIGATION
枯木眾	9	8	枯木		UNREVIEWED_INVESTIGATION
枯木禪	9	8	枯木		UNREVIEWED_INVESTIGATION
空劫自己	9	5	老僧		UNREVIEWED_INVESTIGATION
衣鉢侍者	9	3	衣鉢	The graphs name a robe and an alms bowl. The allowlisted corpus has 513 hits in 115 texts, including records in which the objects are thrown onto a rock, lifted, carried, guarded, inventoried, or burned with a person’s other implements. Monastic regulations also name a ‘robe-and-bowl attendant’ (衣鉢侍者, 9 hits in 3 texts), who receives the seal in one installation procedure. In the Caoqi record, this attendant raises the robe associated with the object that could not be lifted at Dayu Ridge. These passages keep the material objects and their custodial office visible even where the same pair also marks succession.	UNREVIEWED_INVESTIGATION
先師末後句	8	8	末後句	The phrase occurs more than one thousand times across more than two hundred allowlisted texts. The Deshan–Yantou case recurs across independent records, while the bare challenge and death or memorial uses have their own spread. The former “last word” and “master's last word at death” targets described a general phrase and a contextual subtype of that same phrase; they are merged. Compare the way up and beyond (向上一路), upward dynamic (向上機), last locked barrier (末後牢關), turning phrase (轉身句), late master's last word (先師末後句), memorial morning (忌晨), and dying seated or standing (坐脫立亡).	UNREVIEWED_INVESTIGATION
斬蛇手	8	8	斬蛇		UNREVIEWED_INVESTIGATION
邯鄲學步	8	7	邯鄲	In its primary Zen-loaded use, Handan names the imitator in the stock verdict “Handan learns the Tang gait” (邯鄲學唐步), attested 43 times in 31 allowlisted files; the shorter “learn the Handan gait” (邯鄲學步) occurs eight times in seven. Jingqing applies the verdict when a monk walks away after being asked how he understands Zhaozhou’s “drink tea”; Xuedou then asks, “this monk is not a Handan man—why does he learn the Tang gait?	UNREVIEWED_INVESTIGATION
吹網欲滿	8	5	擔雪填井	"Literally, ""carry snow to fill a well"" (擔雪填井): the load melts while the well remains unfilled. Chan records use the concrete impossibility as a compact appraisal of ineffective religious display and effort. Baishan applies it separately to ""pick it up and immediately use it"" (拈來便用), to question-and-answer exchanges in an enumeration beside ""talking mysteries, drawing a cake to satisfy hunger"" (談玄說妙，畫餅充饑), and to trying to pass through by silent stillness, contrasted with trying to state it in words as ""proving a turtle to be a soft-shelled turtle"" (證龜成鱉). Tian'an calls sitting Chan like carrying snow to fill a well and rhymingly calls composing poetry kneading snow into a ball (捏雪成團). Yinyuan pairs the phrase with trying to fill a net by blowing (吹網欲滿) and says that even ages of such actions have no place. The Zen-specific deployment is a verdict applied not to an ordinary futile chore but to recognizable Chan-scene responses—silence, words, questions and answers, sitting, gestures, and other attempted displays."	UNREVIEWED_INVESTIGATION
磨磚成鏡	8	5	磨磚作鏡	"Literally, polishing or grinding (磨) a tile or brick (磚) to make (作) a mirror (鏡): ""polishing a tile to make a mirror."" This graph form occurs 43 times in 37 allowlisted texts. Graphic variants include ""polishing a tile to make a mirror"" (磨甎作鏡, 19 hits in 13 texts) and the form with another tile graph (磨塼作鏡, 5 in 5); ""polishing a tile into a mirror"" (磨磚成鏡) occurs 8 times in 5. In the defining encounter, Mazu Daoyi is sitting Chan to become a buddha. Nan'yue Huairang polishes a tile; asked why, he says he is making a mirror. Mazu says, ""how could polishing a tile make a mirror?"	UNREVIEWED_INVESTIGATION
末後一關	8	4	末後牢關	"The headword clusters with ""pass through the final locked barrier"" (透末後牢關, 7 occurrences), ""break free through the final locked barrier"" (透脫末後牢關), and the shorter ""final checkpoint"" (末後一關, 8). The related line ""only with the final sentence does one first reach the locked barrier"" (末後一句始到牢關, 54) explains the compound's final-position force without itself containing the exact four-graph headword."	UNREVIEWED_INVESTIGATION
卞和三獻	7	7	卞和	Bian He is the pre-Chan jade-bearer whom the corpus invokes through the uncut-jade story. The name occurs 78 times in 47 allowlisted texts. The Book of Serenity retells the defining event: Bian He found an uncut stone in a valley of Mount Jing, offered it to King Li of Chu, was told it was stone, and had one foot cut off. Chan interviews compress the story into answers such as “white jade without flaw; Bian He has his foot cut off” (白玉無瑕，卞和刖足). A student explicitly adopts the role by saying, “I bring the uncut jade to the master and ask the master to carve and polish it”; when the master refuses it as beam material, the student says, “then Bian He has nowhere to emerge” (卞和無出身處). Yuanwu’s verse names the repeated offering and its cost: “laughable, Bian He presents the jade three times; even if honored, both feet are cut off” (卞和三獻玉，縱榮刖却一雙足). Another verse draws its own comparison: “Mount Jing’s fine jade—why discern it?	UNREVIEWED_INVESTIGATION
水米無交	7	7	眉毛廝結	"Literally, ""brows intertwined with one another."" The phrase occurs 129 times in 80 allowlisted texts. The records use the bodily image for persons brought into exceptionally close conjunction: one master says that for five or six years he has had his brows intertwined with the assembly, yet in fact they have had ""no traffic in rice or water"" (五六年來雖則與諸人眉毛廝結，其實水米無交). Another requires ""brows intertwined, sharing life and sharing death"" (眉毛廝結，同生同死). It also appears as an answer in a public interview: asked for the phrase for opening the retreat, the master replies, ""brows intertwined"" (眉毛廝結). Elsewhere a hall address sets saying and silence against each other: ""if one speaks, heaven and earth are far apart; if one does not speak, brows are intertwined"" (說即天地懸殊，不說即眉毛廝結). The Chan use turns a physical impossibility into a compact, repeatable encounter phrase; the accompanying clauses establish proximity or conjunction but do not authorize this entry to decide what speakers intend by it."	UNREVIEWED_INVESTIGATION
添瓶	7	7	淨瓶		UNREVIEWED_INVESTIGATION
觸目是道	7	7	觸目菩提		UNREVIEWED_INVESTIGATION
末後關	7	6	重關		UNREVIEWED_INVESTIGATION
轉身歸父	7	5	就路還家	Literally, “take the road and return home.” The Zen bend is visible in the corpus's repeated reversals and pairings: the phrase is a stock Chan verdict for a person's handling of what is already under discussion, yet the records deny that its homeward journey is an ordinary change of location. One record says that even if someone speaks of “turning back with mastery and taking the road home,” it is “a thousand miles and ten thousand miles” away (回途得妙，就路還家，便是千里萬里). Another sets “take the road and return home” against “leave home and take the road” (離家就路), then says that leaving does not move an inch and returning has no bodily image. Wuyi Yuanlai explicitly pairs it with “turn around and return to the father” (轉身歸父). Shiyu Mingfang applies the phrase three times to actual travel stages—leaving Jinze by boat, passing Jiaxing and Chongde, and reaching Fojih monastery—so the literal journey remains available inside the stock expression. Juelang Sheng calls “responding to the occasion and benefiting beings; taking the road and returning home” (因機利物，就路還家) the staff-bearer's ordinary occupation, alongside “meeting conditions and acting as host” (遇緣作主) as his own-house style. The corpus therefore bends a homeward-road idiom into a recurring Chan appraisal while also recording literal journeys and explicit counter-journeys.	UNREVIEWED_INVESTIGATION
不休不歇	7	4	休去歇去	"A doubled imperative: ""rest"" or ""stop"" (休去) and ""cease"" or ""settle"" (歇去): ""rest; cease,"" attested 123 times in 68 allowlisted texts. Shishuang's recorded sequence expands it: ""rest; cease; let one thought last ten thousand years; become cold ashes and a withered tree; become an incense burner in an old shrine; become one strip of white silk; become cold and still"" (休去歇去、一念萬年去、寒灰枯木去、古廟香爐去、一條白練去、冷秋秋地去). Yunfeng supplies a contrary sequence beginning ""do not rest and do not cease"" (不休不歇去), and a later speaker refuses both lists. Dahui reports people sitting slack-jawed and calling that ""resting and ceasing"" (一向嘴盧都地打坐，謂之休去歇去), in an extended criticism. Zhongfeng likewise reports people citing ""do not fantasize, put it down, old-shrine incense burner, rest and cease"" as evidence, and compares that use to waiting by a stump for a rabbit. Other records retain the literal instruction: a teacher says, ""from now on, rest; cease"" (自今以往，休去歇去), while Dafang Yin asks, ""why not rest and cease? | Counted companions: ""one thought for ten thousand years"" (一念萬年去), 115; ""cold and still"" (冷湫湫地去), 48; ""old-shrine incense burner"" (古廟香爐去), 72; ""do not rest and do not cease"" (不休不歇去), 5. Orthography varies between ""cold autumn-like"" and ""cold and still"" in witnesses. The sole late naming formula is excluded because its surrounding sentence applies the words to a different labeled expression, whereas the older imperatives and their recorded criticisms bear the headword directly."	UNREVIEWED_INVESTIGATION
活撥撥	7	4	活鱍鱍		UNREVIEWED_INVESTIGATION
保唐無住	7	3	無相		ROSTER_NOT_DICTIONARY
舉拂示眾	7	3	示眾		UNREVIEWED_INVESTIGATION
南頓北漸	6	6	頓悟	All at once or sudden (頓), plus to awaken (悟): to awaken all at once. The Platform Record gives the line that one's own nature awakens of itself, sudden awakening and sudden refining, with no gradual steps (自性自悟，頓悟頓修，亦無漸次). Its standing contrast is gradual (漸). A lamp record explains 'Southern sudden, Northern gradual' (南頓北漸) as a difference in how people are led to awaken, not as original north and south labels within Chan (開導發悟有頓漸之異，故曰南頓北漸，非禪宗本有南北之號也). In encounter narratives it appears in the formula 'awakened all at once at the words' (言下頓悟), where a recorded statement immediately precedes the awakening. Later Chinese Chan records pair sudden and gradual across awakening and refining. The Record of the Source-Mirror gives four propositions: gradual refining and sudden awakening, sudden awakening and gradual refining, gradual refining and gradual awakening, and sudden awakening and sudden refining (漸修頓悟 / 頓悟漸修 / 漸修漸悟 / 頓悟頓修). Another pairing states that principle must be awakened to all at once while affairs are removed gradually (理須頓悟，事在漸除). A Chinese Chan succession chart defines the term by saying that turning from delusion to awakening is sudden and turning an ordinary person into a sage is sudden awakening (從迷而悟即頓，轉凡成聖即頓悟也), then describes beginningless confusion that takes the four elements as the body and deluded thinking as the mind. Dazhu Huihai's book title also preserves the term: Treatise on the Essential Gate of Entering the Way by Sudden Awakening (頓悟入道要門論). The allowlist count is 878 hits in 183 texts; 'awakened all at once at the words' (言下頓悟) occurs 57 times, 'sudden awakening and gradual refining' (頓悟漸修) 14, and 'sudden awakening and sudden refining' (頓悟頓修) 13.	UNREVIEWED_INVESTIGATION
喝罵	6	6	喝	A sharp vocal cry: a shout. In Chan records it is a public-interview action available to both sides, not a sound reserved to masters. A master may shout at an arriving monk, a monk may shout and be struck, and the two head monks of Linji's halls shout simultaneously; Linji says host and guest are distinctly present in that encounter. Linji's record gives four explicit comparisons: a shout like the Diamond-King Treasure Sword, like a golden-haired lion crouching on the ground, like a probing pole and shadowing grass, and a shout not used as a shout. When the monk hesitates over them, Linji shouts. The Eye of Humans and Gods later states that a shout distinguishing host and guest has host and guest within it and that a shout carrying illumination and function has both within it. The public interview also judges rather than automatically ratifies a shout: after answering a question on the great purport with a shout, Linji asks whether it was a good shout, and the exchange continues through fault and repeated offense. Another instruction expressly tells the assembly not to shout blindly or shout at random. A recorded shout can have an immediate bodily effect—after Mazu's shout, Baizhang is said to have been deaf for three days—but the corpus does not assign that effect or any one result to every shout. The act also closes teaching-seat speech in the stage direction “shouted once and left the seat,” and lists of house devices pair Linji's shout with Deshan's staff. The ordinary baseline remains audible in the Puhua episode, where an officer cries out to clear the road and Puhua also cries out while making a wrestling gesture. These are all the same vocal act in different institutions and sentence positions. The longer compounds “cheer” (喝采), “shout abuse” (喝罵), and “clear the road by shouting” (喝道) must be translated as compounds; no allowlisted drinking use was established. | Allowlist count at the depth audit: 35,032 hits in 411 texts. High-frequency families include “one shout” (一喝), “shout once” (喝一喝), “the master then shouted” (師便喝), “the monk then shouted” (僧便喝), “four shouts” (四喝), “a shout not used as a shout” (一喝不作一喝用), and “staff and shout” (棒喝). The former entry's two senses—‘a shout’ and ‘to shout/cry out’—were merged because they paraphrased the same vocal event; noun and verb syntax alone did not establish different things. Targeted tests found no allowlisted drinking sense in “drink tea” (喝茶), “drink wine” (喝酒), or “drink water” (喝水). “Cheer” (喝采) and “shout abuse” (喝罵) are separately lexicalized compounds, while “clear the road by shouting” (喝道) supplies the ordinary calling-out baseline. Twelve witnesses preserve definition, master and monk use, simultaneous use, later systematization, explicit appraisal, warning against blind/random shouting, bodily effect, teaching-seat closure, house-device pairing, and ordinary road-clearing use without padding duplicate shouts.	UNREVIEWED_INVESTIGATION
打作一片	6	6	打成一片	"(菩提煩惱坐斷兩頭)' ('hell and heaven pounded into one piece; awakening and affliction — both ends cut off'; Zhongfeng Mingben). Tianyin Yuanxiu (天隱圓修) gives it as an instruction: '(十二時中須教打成一片)，(自無不辦之理)' ('throughout the twelve periods of the day you must have it pounded into one piece; then of itself there is nothing that cannot be accomplished'). The variant (打作一片) ('struck into one piece'; 6× in 6 files) carries the same sense — Yulin Tongxiu, in his (工夫說) ('Discourse on Work'): '(所謂行住坐臥動靜閒忙打作一片)' ('what is called walking, standing, sitting, lying, motion and stillness, leisure and busyness struck into one piece'). (打成一片) occurs 311× in 139 allowlist files. The texts assign the word no gloss beyond its literal sense, and neither does this entry. The Blue Cliff Record gives an explicit equivalence: being on 'the one-color side' (一色邊) is 'also called being pounded into one piece' (亦謂之打成一片). Zhongfeng Mingben's Miscellaneous Record supplies a correction to a different equation: if one knows it as 'a silver mountain and iron wall' (銀山鐵壁), 'it cannot be called pounded into one piece' (不可謂之打成一片). These are the texts' own equivalence and rejection; the entry does not reconcile them beyond reporting both. | (乆乆綿密自然打成一片)' ('the moment such a mind arises it is already interrupted; long, long and closely continuous, it of itself becomes pounded into one piece'; B25n0145); '(古人道我數十年打成一片又云我數十年尚有走作)' ('an ancient said, ""for decades I pounded it into one piece,"" and also said, ""after decades I still have running-off""'; Yulin Tongxiu 玉林通琇, B27n0152), and Yongquan Jingxin's (湧泉景欣) '(我四十年在裏許)，(尚有走作)' ('forty years I have been in here, and still there is running-off') raised in (三宜盂禪師語錄) (the recorded sayings of Sanyi Yu, J27nB189). Reaching it is dated in decades (四十年 'forty years' / 數十年 'several decades'). The pairs said to be pounded into one piece vary by passage — (動靜) ('motion and stillness'), (生滅) ('arising and perishing'), (內外) (內心外境, 'inner mind and outer objects'), (情境) ('subject and object'), (聖凡) ('holy and ordinary'), (佛法世法) ('Buddha's teaching and worldly affairs'), (地獄天堂) ('hell and heaven') / (菩提煩惱) ('awakening and affliction') — but the frame — long continuity, then the paired terms spoken of as one piece — is constant across houses. Variant graph (打作一片) ('struck into one piece'; 6×) is the same term; do not treat as separate. Attested across Zhongfeng Mingben (中峰明本) (his extensive record 中峰廣錄, B25n0145), Tianyin Yuanxiu (天隱圓修) (his recorded sayings 天隱語錄, J25nB171), Yulin Tongxiu (玉林通琇) (his recorded sayings 玉琳國師語錄, B27n0152), plus Wei'an Deran (唯菴德然) (J25nB154) and Ruibai Mingxue (瑞白明雪) (J26nB188), the last two off-roster so left unattributed."	UNREVIEWED_INVESTIGATION
本無動搖	6	6	本自具足		UNREVIEWED_INVESTIGATION
答佛話會	6	6	話會		UNREVIEWED_INVESTIGATION
身心客塵	6	6	客塵	Literally, “guest-dust”: dust characterized as a visitor rather than the host. Much of the corpus preserves it in the inherited compound “guest-dust troubles” (客塵煩惱), something said to stain, cover, or be unrecognized. The distinct Chan deployment appears in Baizhang Huaihai's recorded classification: “one's own mind is buddha; illuminating function belongs to bodhisattva; mind after mind is the ruler; illuminating function belongs to guest-dust” (自心是佛，照用屬菩薩；心心是主宰，照用屬客塵). Here “guest-dust” is not merely a name for dirt or an outside visitor; Baizhang places it on the “illuminating function” side of a ruler/guest classification and immediately compares it to speaking of water by way of waves (如波說水). The Ancient Worthies' Recorded Sayings and the Expanded Lamp preserve this wording independently. Elsewhere the Records say a grown child learns explanations and does not know that these are “guest-dust troubles” (不知是客塵煩惱); Dahui speaks of the “stain of guest-dust troubles since beginningless time” (無始時來客塵煩惱之染); and the Admonitions for the Monastic Gate has the compact bodily compound “body-and-mind guest-dust” (身心客塵). The Zen record therefore keeps the inherited dust imagery but also bends it into Baizhang's explicit ruler/function classification.	UNREVIEWED_INVESTIGATION
斷滅空	6	5	頑空	#0g deviation: the compound is a Chan roster-word for an explicitly rejected blank, inert, object-denying identification. It is not defined here by meanings outside these recorded commands and contrasts; its sense comes from the record's commands, predicates, and contrasts. Headword count: 91 hits in 62 texts. Related rejection terms include “cut-off emptiness” (斷滅空, 6 hits in 5 texts) and “one-sided emptiness” (偏空, 31 hits in 23 texts), but the corpus does not make them automatic synonyms in every occurrence.	UNREVIEWED_INVESTIGATION
機關盡	6	5	桶底脫	Literally, 'the bucket-bottom comes off' or 'the bottom drops out of the bucket.' The phrase occurs 109 times in 75 allowed texts. Its comparison form 'like the bucket-bottom falls out' (如桶底脫) occurs 38 times, including 26 exact endings in 'resembling the bucket-bottom falling out' (桶底脫相似). Xuefeng reports that after Deshan struck him, 'at that time I was as if the bucket-bottom had fallen out' (我當時如桶底脫相似); Yantou immediately challenges what Xuefeng brought in through the gate. Yuanwu uses the same comparison after 'under one phrase' (一言之下) and elsewhere joins the literal image to 'the mechanisms are exhausted' (桶底脫機關盡). The phrase is also recorded as a direct answer: asked 'What is buddha?	UNREVIEWED_INVESTIGATION
本分機	6	4	格外句		UNREVIEWED_INVESTIGATION
無明即大智	6	4	煩惱即菩提		UNREVIEWED_INVESTIGATION
印藏經	6	3	印板		UNREVIEWED_INVESTIGATION
徑要一路	6	3	建化門庭	"Literally, the ""gate and court"" established for teaching or transformation. Chan records use it for the organized framework of explanations and responsive teaching, then explicitly place it below what questioners call the matter beyond or above it. One monk says, ""one question and one answer still fall within the teaching establishment's gate and court"" (一問一答猶落建化門庭) and asks how to raise the first principle. A sermon supplies a direct apposition: even a shout said to contain all these features ""is still the teaching establishment's gate and court—responsive expedients—called a small resting place, not yet the treasure-site"" (猶是建化門庭隨機方便，謂之小歇場，未至寶所). Another says that even holding the seal, raising the banner, and moving freely still falls within it and ""is not yet the monk's essential road"" (未為衲僧徑要一路). The Chan-specific use is evaluative and institutional: masters name their own question-and-answer and explanatory apparatus as a constructed teaching precinct, commonly in a contrast the texts themselves draw with what is ""beyond or above"" (向上) or the monk's essential road."	UNREVIEWED_INVESTIGATION
見有遲疾	6	2	頓漸	法即一種，見有遲疾。	UNREVIEWED_INVESTIGATION
不瞞人底句	5	5	瞞人	Literally ‘to deceive people.’ The phrase is accusation, warning, and public-interview vocabulary throughout the Chan record. Yunmen asks for ‘a saying that does not deceive people’ (不瞞人底句), then supplies ‘do not say this is the one that deceives people.’ Miyun writes the maxim ‘deceiving people is no good affair; a good affair does not deceive people’ (瞞人不好事，好事不瞞人). Yet the record also refuses a simple division between deceptive speakers and innocent words. The Blue Cliff Record asks whether the patriarchs and buddhas have an intention to deceive, answers by comparing them to rivers and lakes that have no intention to obstruct, and says that when people cannot pass through, the patriarchs and buddhas consequently ‘become deceivers of people.’ Other records pair deceiving people with deceiving oneself and distinguish being able to do one but not the other. Chan thus bends ordinary deception into a recurrent test of sayings, teachers, hearers, and self-deception while retaining the literal verb; the entry does not decide who intends deception where the text expressly denies such intention.	UNREVIEWED_INVESTIGATION
枯木死灰	5	5	休去歇去		UNREVIEWED_INVESTIGATION
漸修頓悟	5	5	頓漸	法無頓漸，人有利鈍，故名頓漸). Another recension puts it as 'seeing slowly is gradual, seeing quickly is sudden' (見遲即漸，見疾即頓), again followed by 'the teaching has no gradual and sudden' (法無漸頓). Later texts likewise say that sudden and gradual have no difference (頓漸無殊), or that whichever order is stated—'gradually refining, suddenly understanding' (漸修頓悟) or 'suddenly understanding, gradually refining' (頓悟漸修)—one must finally arrive personally once. The Record of the Source-Mirror enumerates four textual combinations: gradually refining and suddenly understanding, suddenly understanding and gradually refining, gradually refining and gradually understanding, and suddenly understanding and suddenly refining. That list records combinations of words; it does not override the Platform Record's direct correction or establish a hierarchy. The corpus contains five occurrences of 'the teaching has no sudden and gradual' (法無頓漸).	UNREVIEWED_INVESTIGATION
野狐公案	5	5	野狐	As part of the stable labels 'Baizhang's wild fox' (百丈野狐), 'the wild-fox story' (野狐話), and 'the wild-fox public case' (野狐公案), the word names the public case attached to Baizhang. Masters raise, debate, and versify this case. Its recorded hinge is the contrast between 'does not fall under cause and effect' (不落因果) and 'is not blind to cause and effect' (不昧因果). This is a named lexical object, not the animal body inside its narrative and not a person rebuked as a wild-fox spirit.	UNREVIEWED_INVESTIGATION
雲門顧鑑咦	5	5	咦	', to which the master answers. The corpus also lists 'Yunmen's look and yi' (雲門顧鑑咦) as a recognizable expression. English cannot fix one emotion for all these uses, so the preferred target transliterates the sound while the explanation records its observable placement. Its Chan deviation is that the records retain the exclamation as part of the master's or questioner's actual interview turn.	UNREVIEWED_INVESTIGATION
呈解問	5	4	請益		UNREVIEWED_INVESTIGATION
孤明獨照	5	4	孤明	Literally, 'solitary brightness.' The term occurs 243 times in 112 allowed texts. Its most frequent expansion is 'solitary brightness, distinct and distinct' (孤明歷歷), with 42 occurrences in 35 texts; another recurring form is 'solitary brightness shining alone' (孤明獨照). Linji's record identifies 'the person right now before your eyes, listening in solitary brightness, distinct and distinct' (即今目前孤明歷歷地聽者此人). Dahui likewise speaks of sitting and standing plainly, 'solitary brightness, distinct and distinct,' while speaker and listener meet. Yet the collections refuse to let the phrase name a terminus. One says that being profoundly clear and lucid, with solitary brightness distinct and distinct, 'is not yet news of arriving home' (未是到家消息). In another address, the question 'Whose radiance is the distinct solitary brightness?	UNREVIEWED_INVESTIGATION
法無頓漸	5	4	頓漸	法無頓漸，人有利鈍，故名頓漸). Another recension puts it as 'seeing slowly is gradual, seeing quickly is sudden' (見遲即漸，見疾即頓), again followed by 'the teaching has no gradual and sudden' (法無漸頓). Later texts likewise say that sudden and gradual have no difference (頓漸無殊), or that whichever order is stated—'gradually refining, suddenly understanding' (漸修頓悟) or 'suddenly understanding, gradually refining' (頓悟漸修)—one must finally arrive personally once. The Record of the Source-Mirror enumerates four textual combinations: gradually refining and suddenly understanding, suddenly understanding and gradually refining, gradually refining and gradually understanding, and suddenly understanding and suddenly refining. That list records combinations of words; it does not override the Platform Record's direct correction or establish a hierarchy. The corpus contains five occurrences of 'the teaching has no sudden and gradual' (法無頓漸).	UNREVIEWED_INVESTIGATION
淨灑灑	5	4	一絲不掛		UNREVIEWED_INVESTIGATION
赤裸裸	5	4	一絲不掛		UNREVIEWED_INVESTIGATION
五宗綱要	5	3	綱宗	Literally, 'main cord and ancestral line' (綱宗): the main cord of a net (綱) joined to the ancestral line or school (宗). In Chan records it names the organizing framework by which a lineage's inherited sayings and distinctions are arranged and identified. The preface to the Eye of Humans and Gods (人天眼目) places 'the key outlines of the five houses' (五宗綱要) beside 'the terms of the lineage framework' (綱宗語句), including the names and decisive details that an abbot is expected to know. Other texts specify 'the Linji lineage framework' (臨濟綱宗), 'the Dongshan lineage framework' (洞上綱宗), and 'the Caodong lineage framework' (曹洞綱宗), showing that the compound can be qualified by a named house. A record quoting Yantou says, 'Only recognize the lineage framework; originally there is no actual thing' (但識綱宗本無實法), and another version gives, 'For the great governing lineage framework, first one must recognize the phrase' (大統綱宗先須識句). The term also occurs with verbs such as establish, uphold, display, grasp, and restore, and with enumerated house vocabulary such as Linji's 'three mysteries and three essentials' (三玄三要). | ' (何謂綱宗 and 如何是綱宗) did not produce a simple dictionary-style self-definition. The strongest structural evidence is instead the corpus's explicit pairing of 'five-house key outlines' (五宗綱要) with 'lineage-framework terms' (綱宗語句), Yantou's two quoted formulas, and the named-house collocations. This is a corpus-wide category; a Linji or Caodong collocation does not create a master-specific sense.	UNREVIEWED_INVESTIGATION
兜率三關	5	3	一鏃破三關		UNREVIEWED_INVESTIGATION
